Caption,Structured_Caption,Audio_mp3,Audio_wav,Image_1,Image_2,Image_3,Video
A woman giving a speech,<woman giving a speech& all>,A_woman_giving_a_speech.mp3,A_woman_giving_a_speech.wav,A_woman_giving_a_speech_and_some_talking_from_the_audience_image_1.jpg,A_woman_giving_a_speech_image_1.jpg,A_woman_giving_a_speech_image_9.jpg,A_woman_giving_a_speech.mp4
A dog is growling,<dog growling& all>,A_dog_is_growling.mp3,A_dog_is_growling.wav,"A_dog_is_growling,_a_bird_calls,_and_an_adult_male_speaks_image_1.jpg",A_dog_is_growling_image_1.jpg,A_dog_is_growling_image_9.jpg,A_dog_is_growling.mp4
A man is speaking while birds chirp,<male voice speaking& all>@<birds chirp& all>,A_man_is_speaking_while_birds_chirp.mp3,A_man_is_speaking_while_birds_chirp.wav,A_man_is_speaking_while_birds_chirp_image_1.jpg,A_man_is_speaking_while_birds_chirp_image_5.jpg,A_man_is_speaking_while_birds_chirp_image_9.jpg,A_man_is_speaking_while_birds_chirp.mp4
A truck engine revs up,<truck engine revs up& all>,A_truck_engine_revs_up.mp3,A_truck_engine_revs_up.wav,"A_truck_engine_revs_up,_and_then_a_truck_passes_by_image_1.jpg",A_truck_engine_revs_up_image_1.jpg,A_truck_engine_revs_up_image_9.jpg,A_truck_engine_revs_up.mp4
"A man talks nearby, followed by a door closing, after which the man continues to talk",<man talks nearby& all>@<door closing& mid>@<man continues to talk& end>,"A_man_talks_nearby,_followed_by_a_door_closing,_after_which_the_man_continues_to_talk.mp3","A_man_talks_nearby,_followed_by_a_door_closing,_after_which_the_man_continues_to_talk.wav","A_man_talks_nearby,_followed_by_a_door_closing,_after_which_the_man_continues_to_talk_image_1.jpg","A_man_talks_nearby,_followed_by_a_door_closing,_after_which_the_man_continues_to_talk_image_5.jpg","A_man_talks_nearby,_followed_by_a_door_closing,_after_which_the_man_continues_to_talk_image_9.jpg","A_man_talks_nearby,_followed_by_a_door_closing,_after_which_the_man_continues_to_talk.mp4"
Steam hissing from a machine,<steam hissing from a machine& all>,Steam_hissing_from_a_machine.mp3,Steam_hissing_from_a_machine.wav,Steam_hissing_from_a_machine_image_1.jpg,Steam_hissing_from_a_machine_image_5.jpg,Steam_hissing_from_a_machine_image_9.jpg,Steam_hissing_from_a_machine.mp4
"Rhythmic thumping occurs, then a tap and a click",<rhythmic thumping& start>@<tap& mid>@<click& end>,"Rhythmic_thumping_occurs,_then_a_tap_and_a_click.mp3","Rhythmic_thumping_occurs,_then_a_tap_and_a_click.wav","Rhythmic_thumping_occurs,_then_a_tap_and_a_click_image_1.jpg","Rhythmic_thumping_occurs,_then_a_tap_and_a_click_image_5.jpg","Rhythmic_thumping_occurs,_then_a_tap_and_a_click_image_9.jpg","Rhythmic_thumping_occurs,_then_a_tap_and_a_click.mp4"
A person talking to an animal in the water,<person talking to an animal& all>@<water running& all>,A_person_talking_to_an_animal_in_the_water.mp3,A_person_talking_to_an_animal_in_the_water.wav,A_person_talking_to_an_animal_in_the_water_image_1.jpg,A_person_talking_to_an_animal_in_the_water_image_5.jpg,A_person_talking_to_an_animal_in_the_water_image_9.jpg,A_person_talking_to_an_animal_in_the_water.mp4
"The wind is blowing, an engine runs, and tires squeal",<wind blowing& all>@<engine runs& all>@<tires squeal& all>,"The_wind_is_blowing,_an_engine_runs,_and_tires_squeal.mp3","The_wind_is_blowing,_an_engine_runs,_and_tires_squeal.wav","The_wind_is_blowing,_an_engine_runs,_and_tires_squeal_image_1.jpg","The_wind_is_blowing,_an_engine_runs,_and_tires_squeal_image_5.jpg","The_wind_is_blowing,_an_engine_runs,_and_tires_squeal_image_9.jpg","The_wind_is_blowing,_an_engine_runs,_and_tires_squeal.mp4"
A horse galloping,<horse galloping& all>,A_horse_galloping.mp3,A_horse_galloping.wav,A_horse_galloping_image_1.jpg,A_horse_galloping_image_5.jpg,A_horse_galloping_image_9.jpg,A_horse_galloping.mp4
Intermittent beeping and silence,<intermittent beeping& all>@<silence& all>,Intermittent_beeping_and_silence.mp3,Intermittent_beeping_and_silence.wav,Intermittent_beeping_and_silence_image_1.jpg,Intermittent_beeping_and_silence_image_5.jpg,Intermittent_beeping_and_silence_image_9.jpg,Intermittent_beeping_and_silence.mp4
A woman is giggling then burps and laughs,<woman giggles& start>@<woman burps& mid>@<woman laughs& end>,A_woman_is_giggling_then_burps_and_laughs.mp3,A_woman_is_giggling_then_burps_and_laughs.wav,A_woman_is_giggling_then_burps_and_laughs_image_1.jpg,A_woman_is_giggling_then_burps_and_laughs_image_5.jpg,A_woman_is_giggling_then_burps_and_laughs_image_9.jpg,A_woman_is_giggling_then_burps_and_laughs.mp4
A man briefly talks followed by an engine working and a horn being triggered,<man briefly talks& start>@<engine working& mid>@<horn being triggered& end>,A_man_briefly_talks_followed_by_an_engine_working_and_a_horn_being_triggered.mp3,A_man_briefly_talks_followed_by_an_engine_working_and_a_horn_being_triggered.wav,A_man_briefly_talks_followed_by_an_engine_working_and_a_horn_being_triggered_image_1.jpg,A_man_briefly_talks_followed_by_an_engine_working_and_a_horn_being_triggered_image_4.jpg,A_man_briefly_talks_followed_by_an_engine_working_and_a_horn_being_triggered_image_6.jpg,A_man_briefly_talks_followed_by_an_engine_working_and_a_horn_being_triggered.mp4
"A man speaks, boat motors run, then another man speaks",<man speaks& start>@<boat motors run& mid>@<another man speaks& end>,"A_man_speaks,_boat_motors_run,_then_another_man_speaks.mp3","A_man_speaks,_boat_motors_run,_then_another_man_speaks.wav","A_man_speaks,_boat_motors_run,_then_another_man_speaks_image_1.jpg","A_man_speaks,_boat_motors_run,_then_another_man_speaks_image_5.jpg","A_man_speaks,_boat_motors_run,_then_another_man_speaks_image_9.jpg","A_man_speaks,_boat_motors_run,_then_another_man_speaks.mp4"
Metal is drug and clicks,<metal is drug& all>@<clicks& mid>,Metal_is_drug_and_clicks.mp3,Metal_is_drug_and_clicks.wav,Metal_is_drug_and_clicks_image_1.jpg,Metal_is_drug_and_clicks_image_5.jpg,Metal_is_drug_and_clicks_image_9.jpg,Metal_is_drug_and_clicks.mp4
Traffic revs up far in the distance,<traffic revs up& all>,Traffic_revs_up_far_in_the_distance.mp3,Traffic_revs_up_far_in_the_distance.wav,Traffic_revs_up_far_in_the_distance_image_1.jpg,Traffic_revs_up_far_in_the_distance_image_5.jpg,Traffic_revs_up_far_in_the_distance_image_9.jpg,Traffic_revs_up_far_in_the_distance.mp4
"A swoosh, swishing, a voice speaking and glass breaking",<swoosh& start>@<swishing& mid>@<voice speaking& mid>@<glass breaking& end>,"A_swoosh,_swishing,_a_voice_speaking_and_glass_breaking.mp3","A_swoosh,_swishing,_a_voice_speaking_and_glass_breaking.wav","A_swoosh,_swishing,_a_voice_speaking_and_glass_breaking_image_1.jpg","A_swoosh,_swishing,_a_voice_speaking_and_glass_breaking_image_5.jpg","A_swoosh,_swishing,_a_voice_speaking_and_glass_breaking_image_9.jpg","A_swoosh,_swishing,_a_voice_speaking_and_glass_breaking.mp4"
Child yelling multiple birds cooing and flying,<child yelling& all>@<birds cooing& all>@<birds flying& all>,Child_yelling_multiple_birds_cooing_and_flying.mp3,Child_yelling_multiple_birds_cooing_and_flying.wav,Child_yelling_multiple_birds_cooing_and_flying_image_1.jpg,Child_yelling_multiple_birds_cooing_and_flying_image_5.jpg,Child_yelling_multiple_birds_cooing_and_flying_image_9.jpg,Child_yelling_multiple_birds_cooing_and_flying.mp4
A man speeches while a crowd whispers,<male voice speeches& all>@<crowd whispers& all>,A_man_speeches_while_a_crowd_whispers.mp3,A_man_speeches_while_a_crowd_whispers.wav,A_man_speeches_while_a_crowd_whispers_image_1.jpg,A_man_speeches_while_a_crowd_whispers_image_5.jpg,A_man_speeches_while_a_crowd_whispers_image_9.jpg,A_man_speeches_while_a_crowd_whispers.mp4
Cars pass on a road and the wind blows,<cars pass on a road& all>@<wind blows& all>,Cars_pass_on_a_road_and_the_wind_blows.mp3,Cars_pass_on_a_road_and_the_wind_blows.wav,Cars_pass_on_a_road_and_the_wind_blows_image_1.jpg,Cars_pass_on_a_road_and_the_wind_blows_image_5.jpg,Cars_pass_on_a_road_and_the_wind_blows_image_9.jpg,Cars_pass_on_a_road_and_the_wind_blows.mp4
"He is speaking, bug noises in background",<he is speaking& all>@<bug noises& all>,"He_is_speaking,_bug_noises_in_background.mp3","He_is_speaking,_bug_noises_in_background.wav","He_is_speaking,_bug_noises_in_background_image_1.jpg","He_is_speaking,_bug_noises_in_background_image_5.jpg","He_is_speaking,_bug_noises_in_background_image_9.jpg","He_is_speaking,_bug_noises_in_background.mp4"
Vehicle revving racing engine then squealing tires with a man speaking distantly,<vehicle revving racing engine& start>@<squealing tires& mid>@<man speaking distantly& end>,Vehicle_revving_racing_engine_then_squealing_tires_with_a_man_speaking_distantly.mp3,Vehicle_revving_racing_engine_then_squealing_tires_with_a_man_speaking_distantly.wav,Vehicle_revving_racing_engine_then_squealing_tires_with_a_man_speaking_distantly_image_1.jpg,Vehicle_revving_racing_engine_then_squealing_tires_with_a_man_speaking_distantly_image_5.jpg,Vehicle_revving_racing_engine_then_squealing_tires_with_a_man_speaking_distantly_image_9.jpg,Vehicle_revving_racing_engine_then_squealing_tires_with_a_man_speaking_distantly.mp4
A bell is ringing and a train blows its horn twice long and hard,<bell ringing& all>@<train blows horn twice long and hard& all>,A_bell_is_ringing_and_a_train_blows_its_horn_twice_long_and_hard.mp3,A_bell_is_ringing_and_a_train_blows_its_horn_twice_long_and_hard.wav,A_bell_is_ringing_and_a_train_blows_its_horn_twice_long_and_hard_image_1.jpg,A_bell_is_ringing_and_a_train_blows_its_horn_twice_long_and_hard_image_5.jpg,A_bell_is_ringing_and_a_train_blows_its_horn_twice_long_and_hard_image_9.jpg,A_bell_is_ringing_and_a_train_blows_its_horn_twice_long_and_hard.mp4
A train and train horn noise while people talking,<train and train horn noise& all>@<people talking& all>,A_train_and_train_horn_noise_while_people_talking.mp3,A_train_and_train_horn_noise_while_people_talking.wav,A_train_and_train_horn_noise_while_people_talking_image_1.jpg,A_train_and_train_horn_noise_while_people_talking_image_5.jpg,A_train_and_train_horn_noise_while_people_talking_image_9.jpg,A_train_and_train_horn_noise_while_people_talking.mp4
A dog is snoring,<dog is snoring& all>,A_dog_is_snoring.mp3,A_dog_is_snoring.wav,A_dog_is_snoring_image_1.jpg,A_dog_is_snoring_image_5.jpg,A_dog_is_snoring_image_9.jpg,A_dog_is_snoring.mp4
Loud siren gets closer and then gets further away with a faint city noise in the background,<loud siren gets closer& start>@<faint city noise& all>@<loud siren gets further away& end>,Loud_siren_gets_closer_and_then_gets_further_away_with_a_faint_city_noise_in_the_background.mp3,Loud_siren_gets_closer_and_then_gets_further_away_with_a_faint_city_noise_in_the_background.wav,Loud_siren_gets_closer_and_then_gets_further_away_with_a_faint_city_noise_in_the_background_image_1.jpg,Loud_siren_gets_closer_and_then_gets_further_away_with_a_faint_city_noise_in_the_background_image_5.jpg,Loud_siren_gets_closer_and_then_gets_further_away_with_a_faint_city_noise_in_the_background_image_9.jpg,Loud_siren_gets_closer_and_then_gets_further_away_with_a_faint_city_noise_in_the_background.mp4
Rotor blades spinning from an aircraft followed by a males laughter,<rotor blades spinning from an aircraft& all>@<male laughter& end>,Rotor_blades_spinning_from_an_aircraft_followed_by_a_males_laughter.mp3,Rotor_blades_spinning_from_an_aircraft_followed_by_a_males_laughter.wav,Rotor_blades_spinning_from_an_aircraft_followed_by_a_males_laughter_image_1.jpg,Rotor_blades_spinning_from_an_aircraft_followed_by_a_males_laughter_image_5.jpg,Rotor_blades_spinning_from_an_aircraft_followed_by_a_males_laughter_image_9.jpg,Rotor_blades_spinning_from_an_aircraft_followed_by_a_males_laughter.mp4
Strong wind against the microphone simultaneously with heavy rain,<strong wind against the microphone& all>@<heavy rain& all>,,Strong_wind_against_the_microphone_simultaneously_with_heavy_rain.wav,Strong_wind_against_the_microphone_simultaneously_with_heavy_rain._image_1.jpg,Strong_wind_against_the_microphone_simultaneously_with_heavy_rain._image_5.jpg,Strong_wind_against_the_microphone_simultaneously_with_heavy_rain._image_9.jpg,
High pitched continuous ringing followed by clanking and rustling,<high pitched continuous ringing& start>@<clanking& mid>@<rustling& end>,High_pitched_continuous_ringing_followed_by_clanking_and_rustling.mp3,High_pitched_continuous_ringing_followed_by_clanking_and_rustling.wav,High_pitched_continuous_ringing_followed_by_clanking_and_rustling_image_1.jpg,High_pitched_continuous_ringing_followed_by_clanking_and_rustling_image_5.jpg,High_pitched_continuous_ringing_followed_by_clanking_and_rustling_image_9.jpg,High_pitched_continuous_ringing_followed_by_clanking_and_rustling.mp4
A man speaking,<man speaking& all>,A_man_speaking.mp3,A_man_speaking.wav,A_man_speaking_and_a_motor_engine_starting_image_1.jpg,A_man_speaking_image_1.jpg,A_man_speaking_with_rustling_and_distant_speech_image_9.jpg,A_man_speaking.mp4
A baby cries with faint sounds of people talking,<baby cries& all>@<faint sounds of people talking& all>,A_baby_cries_with_faint_sounds_of_people_talking.mp3,A_baby_cries_with_faint_sounds_of_people_talking.wav,A_baby_cries_with_faint_sounds_of_people_talking_image_1.jpg,A_baby_cries_with_faint_sounds_of_people_talking_image_5.jpg,A_baby_cries_with_faint_sounds_of_people_talking_image_9.jpg,A_baby_cries_with_faint_sounds_of_people_talking.mp4
A cat meowing then purring as a young girl speaks,<cat meowing& start>@<cat purring& mid>@<young girl speaks& end>,A_cat_meowing_then_purring_as_a_young_girl_speaks.mp3,A_cat_meowing_then_purring_as_a_young_girl_speaks.wav,A_cat_meowing_then_purring_as_a_young_girl_speaks_image_1.jpg,A_cat_meowing_then_purring_as_a_young_girl_speaks_image_5.jpg,A_cat_meowing_then_purring_as_a_young_girl_speaks_image_9.jpg,A_cat_meowing_then_purring_as_a_young_girl_speaks.mp4
A strange sounding horn,<strange sounding horn& all>,A_strange_sounding_horn.mp3,A_strange_sounding_horn.wav,A_strange_sounding_horn_image_1.jpg,A_strange_sounding_horn_image_5.jpg,A_strange_sounding_horn_image_9.jpg,A_strange_sounding_horn.mp4
"Cracking of leaves, traffic passes, a woman speaks, a dog barks",<cracking of leaves& all>@<traffic passes& all>@<woman speaks& mid>@<dog barks& end>,"Cracking_of_leaves,_traffic_passes,_a_woman_speaks,_a_dog_barks.mp3","Cracking_of_leaves,_traffic_passes,_a_woman_speaks,_a_dog_barks.wav","Cracking_of_leaves,_traffic_passes,_a_woman_speaks,_a_dog_barks_image_1.jpg","Cracking_of_leaves,_traffic_passes,_a_woman_speaks,_a_dog_barks_image_5.jpg","Cracking_of_leaves,_traffic_passes,_a_woman_speaks,_a_dog_barks_image_9.jpg","Cracking_of_leaves,_traffic_passes,_a_woman_speaks,_a_dog_barks.mp4"
A man narrates a speech on a loudspeaker,<male voice narrates a speech on loudspeaker& all>,A_man_narrates_a_speech_on_a_loudspeaker.mp3,A_man_narrates_a_speech_on_a_loudspeaker.wav,A_man_narrates_a_speech_on_a_loudspeaker_image_1.jpg,A_man_narrates_a_speech_on_a_loudspeaker_image_5.jpg,A_man_narrates_a_speech_on_a_loudspeaker_image_9.jpg,A_man_narrates_a_speech_on_a_loudspeaker.mp4
An audience applauding and whistling,<audience applauding& all>@<whistling& all>,An_audience_applauding_and_whistling.mp3,An_audience_applauding_and_whistling.wav,An_audience_applauding_and_whistling_image_1.jpg,An_audience_applauding_and_whistling_image_5.jpg,An_audience_applauding_and_whistling_image_9.jpg,An_audience_applauding_and_whistling.mp4
A dog barks twice and then whimpers,<dog barks& start>@<dog whimpers& end>,A_dog_barks_twice_and_then_whimpers.mp3,A_dog_barks_twice_and_then_whimpers.wav,A_dog_barks_twice_and_then_whimpers_image_1.jpg,A_dog_barks_twice_and_then_whimpers_image_5.jpg,A_dog_barks_twice_and_then_whimpers_image_9.jpg,A_dog_barks_twice_and_then_whimpers.mp4
Melodical whistling followed by a bird squawk,<melodical whistling& start>@<bird squawk& end>,Melodical_whistling_followed_by_a_bird_squawk.mp3,Melodical_whistling_followed_by_a_bird_squawk.wav,Melodical_whistling_followed_by_a_bird_squawk_image_1.jpg,Melodical_whistling_followed_by_a_bird_squawk_image_5.jpg,Melodical_whistling_followed_by_a_bird_squawk_image_9.jpg,Melodical_whistling_followed_by_a_bird_squawk.mp4
"Some clicking followed by speaking, whooshes, and explosions",<clicking& start>@<speaking& mid>@<whooshes& mid>@<explosions& end>,"Some_clicking_followed_by_speaking,_whooshes,_and_explosions.mp3","Some_clicking_followed_by_speaking,_whooshes,_and_explosions.wav","Some_clicking_followed_by_speaking,_whooshes,_and_explosions_image_1.jpg","Some_clicking_followed_by_speaking,_whooshes,_and_explosions_image_5.jpg","Some_clicking_followed_by_speaking,_whooshes,_and_explosions_image_9.jpg","Some_clicking_followed_by_speaking,_whooshes,_and_explosions.mp4"
A sheep bleats and metal clanks,<sheep bleats& all>@<metal clanks& all>,A_sheep_bleats_and_metal_clanks.mp3,A_sheep_bleats_and_metal_clanks.wav,A_sheep_bleats_and_metal_clanks_image_1.jpg,A_sheep_bleats_and_metal_clanks_image_5.jpg,A_sheep_bleats_and_metal_clanks_image_9.jpg,A_sheep_bleats_and_metal_clanks.mp4
Vehicles pass and the wind blows,<vehicles pass& all>@<wind blows& all>,Vehicles_pass_and_the_wind_blows.mp3,Vehicles_pass_and_the_wind_blows.wav,Vehicles_pass_and_the_wind_blows_image_1.jpg,Vehicles_pass_and_the_wind_blows_image_5.jpg,Vehicles_pass_and_the_wind_blows_image_9.jpg,Vehicles_pass_and_the_wind_blows.mp4
Loud vibrations from a sewing machine,<loud vibrations from a sewing machine& all>,Loud_vibrations_from_a_sewing_machine.mp3,Loud_vibrations_from_a_sewing_machine.wav,Loud_vibrations_from_a_sewing_machine_image_1.jpg,Loud_vibrations_from_a_sewing_machine_image_5.jpg,Loud_vibrations_from_a_sewing_machine_image_9.jpg,Loud_vibrations_from_a_sewing_machine.mp4
"A cat meowing in terror while ladies talk and a bird squawks, ending with a short silence",<ladies talk& all>@<cat meows in terror& start>@<bird squawks& mid>@<silence& end>,"A_cat_meowing_in_terror_while_ladies_talk_and_a_bird_squawks,_ending_with_a_short_silence.mp3","A_cat_meowing_in_terror_while_ladies_talk_and_a_bird_squawks,_ending_with_a_short_silence.wav","A_cat_meowing_in_terror_while_ladies_talk_and_a_bird_squawks,_ending_with_a_short_silence_image_1.jpg","A_cat_meowing_in_terror_while_ladies_talk_and_a_bird_squawks,_ending_with_a_short_silence_image_5.jpg","A_cat_meowing_in_terror_while_ladies_talk_and_a_bird_squawks,_ending_with_a_short_silence_image_9.jpg","A_cat_meowing_in_terror_while_ladies_talk_and_a_bird_squawks,_ending_with_a_short_silence.mp4"
A woman talks followed by sizzling and frying of food,<woman talks& start>@<sizzling and frying of food& all>,A_woman_talks_followed_by_sizzling_and_frying_of_food.mp3,A_woman_talks_followed_by_sizzling_and_frying_of_food.wav,A_woman_talks_followed_by_sizzling_and_frying_of_food_image_1.jpg,A_woman_talks_followed_by_sizzling_and_frying_of_food_image_5.jpg,A_woman_talks_followed_by_sizzling_and_frying_of_food_image_9.jpg,A_woman_talks_followed_by_sizzling_and_frying_of_food.mp4
People cheering and race cars racing by,<people cheering& all>@<race cars racing by& all>,People_cheering_and_race_cars_racing_by.mp3,People_cheering_and_race_cars_racing_by.wav,People_cheering_and_race_cars_racing_by_image_1.jpg,People_cheering_and_race_cars_racing_by_image_5.jpg,People_cheering_and_race_cars_racing_by_image_9.jpg,People_cheering_and_race_cars_racing_by.mp4
Toy car circling the pavement,<toy car circling the pavement& all>,Toy_car_circling_the_pavement.mp3,Toy_car_circling_the_pavement.wav,Toy_car_circling_the_pavement_image_1.jpg,Toy_car_circling_the_pavement_image_5.jpg,Toy_car_circling_the_pavement_image_9.jpg,Toy_car_circling_the_pavement.mp4
Children speak and laugh with a man,<children speak and laugh& all>@<man talks& all>,Children_speak_and_laugh_with_a_man.mp3,Children_speak_and_laugh_with_a_man.wav,Children_speak_and_laugh_with_a_man_image_1.jpg,Children_speak_and_laugh_with_a_man_image_5.jpg,Children_speak_and_laugh_with_a_man_image_9.jpg,Children_speak_and_laugh_with_a_man.mp4
Clapping and cheers followed by a man speaking,<clapping and cheers& all>@<man speaking& start>,Clapping_and_cheers_followed_by_a_man_speaking.mp3,Clapping_and_cheers_followed_by_a_man_speaking.wav,Clapping_and_cheers_followed_by_a_man_speaking_image_1.jpg,Clapping_and_cheers_followed_by_a_man_speaking_image_5.jpg,Clapping_and_cheers_followed_by_a_man_speaking_image_9.jpg,Clapping_and_cheers_followed_by_a_man_speaking.mp4
A woman speaks as water flows slowly out of a faucet,<woman speaks& all>@<water flows slowly out of faucet& all>,A_woman_speaks_as_water_flows_slowly_out_of_a_faucet.mp3,A_woman_speaks_as_water_flows_slowly_out_of_a_faucet.wav,A_woman_speaks_as_water_flows_slowly_out_of_a_faucet_image_1.jpg,A_woman_speaks_as_water_flows_slowly_out_of_a_faucet_image_5.jpg,A_woman_speaks_as_water_flows_slowly_out_of_a_faucet_image_9.jpg,A_woman_speaks_as_water_flows_slowly_out_of_a_faucet.mp4
Running faucet with water flowing onto a sink as a man starts to talk,<running faucet with water flowing onto a sink& all>@<man starts to talk& start>,Running_faucet_with_water_flowing_onto_a_sink_as_a_man_starts_to_talk.mp3,Running_faucet_with_water_flowing_onto_a_sink_as_a_man_starts_to_talk.wav,Running_faucet_with_water_flowing_onto_a_sink_as_a_man_starts_to_talk_image_1.jpg,Running_faucet_with_water_flowing_onto_a_sink_as_a_man_starts_to_talk_image_5.jpg,Running_faucet_with_water_flowing_onto_a_sink_as_a_man_starts_to_talk_image_9.jpg,Running_faucet_with_water_flowing_onto_a_sink_as_a_man_starts_to_talk.mp4
Continuous applause followed by silence,<continuous applause& all>@<silence& end>,Continuous_applause_followed_by_silence.mp3,Continuous_applause_followed_by_silence.wav,Continuous_applause_followed_by_silence_image_1.jpg,Continuous_applause_followed_by_silence_image_5.jpg,Continuous_applause_followed_by_silence_image_9.jpg,Continuous_applause_followed_by_silence.mp4
"A crashing roar occurs, the wind is blowing, then motor vehicle engines are running",<crashing roar& start>@<wind blowing& mid>@<motor vehicle engines running& end>,"A_crashing_roar_occurs,_the_wind_is_blowing,_then_motor_vehicle_engines_are_running.mp3","A_crashing_roar_occurs,_the_wind_is_blowing,_then_motor_vehicle_engines_are_running.wav","A_crashing_roar_occurs,_the_wind_is_blowing,_then_motor_vehicle_engines_are_running_image_1.jpg","A_crashing_roar_occurs,_the_wind_is_blowing,_then_motor_vehicle_engines_are_running_image_5.jpg","A_crashing_roar_occurs,_the_wind_is_blowing,_then_motor_vehicle_engines_are_running_image_9.jpg","A_crashing_roar_occurs,_the_wind_is_blowing,_then_motor_vehicle_engines_are_running.mp4"
There is a whirring noise and a young woman talking,<whirring noise& all>@<young woman talking& all>,There_is_a_whirring_noise_and_a_young_woman_talking.mp3,There_is_a_whirring_noise_and_a_young_woman_talking.wav,There_is_a_whirring_noise_and_a_young_woman_talking_image_1.jpg,There_is_a_whirring_noise_and_a_young_woman_talking_image_5.jpg,There_is_a_whirring_noise_and_a_young_woman_talking_image_9.jpg,There_is_a_whirring_noise_and_a_young_woman_talking.mp4
"Gunshots and coins falling, a crowd cheering",<gunshots& start>@<coins falling& mid>@<crowd cheering& end>,"Gunshots_and_coins_falling,_a_crowd_cheering.mp3","Gunshots_and_coins_falling,_a_crowd_cheering.wav","Gunshots_and_coins_falling,_a_crowd_cheering_image_1.jpg","Gunshots_and_coins_falling,_a_crowd_cheering_image_5.jpg","Gunshots_and_coins_falling,_a_crowd_cheering_image_9.jpg","Gunshots_and_coins_falling,_a_crowd_cheering.mp4"
People speaking faintly followed by a quick sizzle and a deep boom,<people speaking faintly& all>@<quick sizzle& mid>@<deep boom& end>,People_speaking_faintly_followed_by_a_quick_sizzle_and_a_deep_boom.mp3,People_speaking_faintly_followed_by_a_quick_sizzle_and_a_deep_boom.wav,People_speaking_faintly_followed_by_a_quick_sizzle_and_a_deep_boom_image_1.jpg,People_speaking_faintly_followed_by_a_quick_sizzle_and_a_deep_boom_image_5.jpg,People_speaking_faintly_followed_by_a_quick_sizzle_and_a_deep_boom_image_9.jpg,People_speaking_faintly_followed_by_a_quick_sizzle_and_a_deep_boom.mp4
A person snores and women speak faintly,<person snores& all>@<women speak faintly& all>,A_person_snores_and_women_speak_faintly.mp3,A_person_snores_and_women_speak_faintly.wav,A_person_snores_and_women_speak_faintly_image_1.jpg,A_person_snores_and_women_speak_faintly_image_5.jpg,A_person_snores_and_women_speak_faintly_image_9.jpg,A_person_snores_and_women_speak_faintly.mp4
Dogs barking as a group of women are talking followed by whistling,<dogs barking& all>@<women talking& all>@<whistling& end>,Dogs_barking_as_a_group_of_women_are_talking_followed_by_whistling.mp3,Dogs_barking_as_a_group_of_women_are_talking_followed_by_whistling.wav,Dogs_barking_as_a_group_of_women_are_talking_followed_by_whistling_image_1.jpg,Dogs_barking_as_a_group_of_women_are_talking_followed_by_whistling_image_5.jpg,Dogs_barking_as_a_group_of_women_are_talking_followed_by_whistling_image_9.jpg,Dogs_barking_as_a_group_of_women_are_talking_followed_by_whistling.mp4
"A child and woman talk, paper crumples",<child and woman talk& all>@<paper crumples& mid>,"A_child_and_woman_talk,_paper_crumples.mp3","A_child_and_woman_talk,_paper_crumples.wav","A_child_and_woman_talk,_paper_crumples_image_1.jpg","A_child_and_woman_talk,_paper_crumples_image_5.jpg","A_child_and_woman_talk,_paper_crumples_image_9.jpg","A_child_and_woman_talk,_paper_crumples.mp4"
People speaking followed by a bang,<people speaking& all>@<bang& end>,People_speaking_followed_by_a_bang.mp3,People_speaking_followed_by_a_bang.wav,People_speaking_followed_by_a_bang_image_1.jpg,People_speaking_followed_by_a_bang_image_5.jpg,People_speaking_followed_by_a_bang_image_9.jpg,People_speaking_followed_by_a_bang.mp4
A vehicle driving and accelerating,<vehicle driving& all>@<accelerating& all>,A_vehicle_driving_and_accelerating.mp3,A_vehicle_driving_and_accelerating.wav,A_vehicle_driving_and_accelerating_image_1.jpg,A_vehicle_driving_and_accelerating_image_5.jpg,A_vehicle_driving_and_accelerating_image_9.jpg,A_vehicle_driving_and_accelerating.mp4
A person speaks then food fries,<person speaks& all>@<food fries& start>,A_person_speaks_then_food_fries.mp3,A_person_speaks_then_food_fries.wav,A_person_speaks_then_food_fries_image_1.jpg,A_person_speaks_then_food_fries_image_5.jpg,A_person_speaks_then_food_fries_image_9.jpg,A_person_speaks_then_food_fries.mp4
A speedboat engine is idling and begins accelerating while traveling across the water,<speedboat engine idling& start>@<engine accelerating& mid>@<traveling across water& end>,A_speedboat_engine_is_idling_and_begins_accelerating_while_traveling_across_the_water.mp3,A_speedboat_engine_is_idling_and_begins_accelerating_while_traveling_across_the_water.wav,A_speedboat_engine_is_idling_and_begins_accelerating_while_traveling_across_the_water_image_1.jpg,A_speedboat_engine_is_idling_and_begins_accelerating_while_traveling_across_the_water_image_5.jpg,A_speedboat_engine_is_idling_and_begins_accelerating_while_traveling_across_the_water_image_9.jpg,A_speedboat_engine_is_idling_and_begins_accelerating_while_traveling_across_the_water.mp4
Music plays as a man speaks and helicopters pass by,<music plays& all>@<man speaks& all>@<helicopters pass by& all>,Music_plays_as_a_man_speaks_and_helicopters_pass_by.mp3,Music_plays_as_a_man_speaks_and_helicopters_pass_by.wav,Music_plays_as_a_man_speaks_and_helicopters_pass_by_image_1.jpg,Music_plays_as_a_man_speaks_and_helicopters_pass_by_image_5.jpg,Music_plays_as_a_man_speaks_and_helicopters_pass_by_image_9.jpg,Music_plays_as_a_man_speaks_and_helicopters_pass_by.mp4
