audiocap_id,youtube_id,start_time,caption
16607,5pn683a8oHo,30,A woman narrates rapidly
55844,SeULxn0wmho,30,A woman narrates while birds chirp
62608,XLJITvPeMOc,30,A woman narrates while insects buzz around
11176,3VLENhcd6q4,30,"A woman narrates, accompanied by small background clicks and shuffling"
23193,8zYrZfEKtEY,30,"A woman narrates, then a beeping sound"
15153,5BwhoMrRGd8,30,A woman narrating
37181,GT-0I-vP7o4,140,A woman narrating instructions is followed a sewing machine sewing stitches
63507,XwxUttSEoQ8,20,"A woman pants then sneezes, followed a man briefly speaking"
31864,DNEJ9BWvzJI,30,A woman performs a monologue followed by laughter and a woman speaking again
7807,28F3r8Crd4I,30,A woman performs a speech with mild background noise from a crowd of people
16381,5j9yOXdmbIM,30,A woman presents a monologue
45237,LcEgPae535U,110,A woman repetitively mutters as goats bleat in the background followed by laughter and a gasp
24596,9hW6xZQJjFY,10,A woman robot voice speaks followed by five beats
22776,8mLx4LIg8Ug,100,A woman s is speaking and young child laughing
7183,1sx1mRcb_10,70,A woman sauteing food in a skillet
1822,#NAME?,4,A woman screaming and horns blaring
1848,#NAME?,30,"A woman screaming, and a child crying"
91856,ra2jqsXG3No,0,A woman screams a phrase really quickly and loudly
97302,vmRoywhXOU8,9,A woman screams and a baby cries followed by talking
30907,Cs6NhZiRTSA,22,A woman screams then a crowd cheers
16241,5fNon4ydiqo,30,"A woman screams, a man laughs, and a vehicle speeds by"
62166,X0xsTc9NNiQ,60,A woman shouting as a person is laughing alongside an infant screaming and crying
49468,ONr7LSa-d0Q,30,A woman shouting in the distance as a horses snorts before neighing followed by a man speaking then another man briefly speaking as metal clangs and rattles along with wind blowing lightly into a microphone
100783,yRy5cuBI2cc,200,A woman shouting while a vehicle engine runs idle then accelerates before powering off and stuttering followed by a woman talking
40766,IjPzQMGhXYI,90,"A woman shrieking, several women laughing and talking, followed by a loud popping sound and more laughter"
433,-9qnOzVtk6s,30,A woman sing and speaks
16779,5utA9pTbb3w,19,A woman singing and an animal sound being made
88108,okWxjD-NJgA,23,A woman singing as a cat meows several times
23292,91kzGszqUtg,260,A woman singing faintly
59148,UwQhrCDchio,12,A woman singing followed by a cat meowing
48469,Nhs2SZQ3d3I,0,A woman singing then speaking
28268,BTV9WhlEgjw,30,A woman singing with distant murmuring
19277,73v7N57arTw,21,A woman sings a song as a dog barks
20046,7RYsO0HWXEg,28,"A woman sings and a dog barks, then a crowd laughs and applauds"
60253,Vf-XWmYa8k0,10,A woman sings and a dog whines and pants
37784,GrZdS8l-OWg,30,A woman sings and then two women and a man talk
18809,6qj-aQ_yzVE,90,A woman sings softly as a person sneezes and sniffs
25128,9zNC2TiBZAI,100,A woman sneeze followed by rustling
25024,9w-Q-JqF0q4,0,A woman sneeze three times
101223,ynjHJG0At-I,30,A woman sneezes
17686,6KgujA8mSkk,70,A woman sneezes
682,#NAME?,18,A woman sneezes a few times
86983,ntZKauPVzew,150,A woman sneezes and a baby make sounds
21443,8714J5_siEY,50,A woman sneezes and blows her nose
90049,qAvU8EsE1k8,20,A woman sneezes and sniffles three times
99255,xEFzYTPoBzw,110,A woman sneezes and then briefly talks
1173,#NAME?,30,A woman sneezes before describing the side effects of her cold
91890,rbaFjiHkFcY,190,"A woman sneezes loudly, followed by a woman speaking nearby"
102034,zSLrutxq_Yw,440,A woman sneezes multiple times
11206,3WNZSHOVfHU,90,A woman sneezes several times
14760,50pV8V9wRiw,0,"A woman sneezes, laughter, music plays"
13235,4NQwssIImu0,0,"A woman sneezes, sniffs several times, and sneezes again"
100433,yAAxjVbx2qc,0,"A woman sneezes, then sneezes again"
101479,z-hoRZwBXjY,180,A woman sneezing
75771,fhwYluffwC4,110,A woman sneezing
102324,zgefPi_YgfY,60,A woman sneezing
34794,EzOX3kzoK0k,110,A woman sneezing and breathing
5058,10Wz3WLOowg,80,A woman sneezing and sniffling and complaining
87010,nuxxMOqKpG4,40,A woman sneezing and sniffling before speaking
2141,#NAME?,90,A woman sneezing and then relief
28567,BavERZNBHhI,60,A woman sneezing followed by a person laughing slowly then a high-pitched modified voice laughing before speaking
17350,6AMsLkMRNGY,190,A woman sneezing loudly
101406,yxnA4AEcqfs,290,A woman sneezing then speaking followed by another sneeze
57916,U43DHWcO8qQ,10,A woman sneezing twice
82575,kdtVWQiMC5M,90,A woman sniffles then sneezes
55670,SWvEWtScGsc,10,A woman sniffs and sneezes
24778,9ny7rqjvm14,130,A woman sobbing
22574,8g76_8wfN_M,180,A woman sobbing and crying as a man is speaking
64661,Yk3yHgxZ6oc,10,A woman sobs loudly
84621,m9OHpJa6GHw,310,A woman softly speaking followed by a sewing machine operating
33199,E4lICavhDro,30,A woman softly talking as birds chirp and leaves rustle while bird wings flap in the background
23955,9MHhERdFfF0,150,A woman speak along with a child talking and another child speaking
19656,7FLCnmgIlqI,30,A woman speak then a horse neighs
94927,txGSstud5Q0,130,A woman speak with some dry scraping followed by whimpers and bleats from a goat
23886,9K9UkItb5Y0,0,"A woman speak, another women responds, a car horn sounds followed by a man speaking and the women laughing"
1340,#NAME?,30,A woman speaking
30271,CWBqo5TdlTE,30,A woman speaking
16814,5wKq9Ki22ms,30,A woman speaking
26729,Ai3VV2mlVyQ,30,A woman speaking
25404,A67gLhbz6BY,30,A woman speaking
12436,40bF0xLI0VA,30,A woman speaking
23872,9JjQb1xJ-EQ,30,A woman speaking
1809,#NAME?,30,A woman speaking
30461,CbX-9mNDVSg,30,A woman speaking
27356,B-zkdQ6VVUk,30,A woman speaking
1745,#NAME?,230,A woman speaking
28933,BnjTvp25Bzo,30,A woman speaking
27028,Apxr8hRb0D8,30,A woman speaking
1661,#NAME?,30,A woman speaking
23828,9ILl0BBOfPI,30,A woman speaking
11609,3fhCEPqwg6Y,30,A woman speaking
36769,GDMI4uJfDVw,10,A woman speaking
20709,7kkl5S9_Da8,30,A woman speaking
27589,B8NjRDmVsmQ,30,A woman speaking
22146,8Tar8m7wZC8,30,A woman speaking
19049,6z7L1mHIukE,30,A woman speaking
16286,5gZexL9-Xxg,30,A woman speaking
25414,A6SQbiO6uIg,30,A woman speaking
21883,8LVjw42ng6o,30,A woman speaking
1824,#NAME?,30,A woman speaking
24647,9jkZn8hnKYc,30,A woman speaking
24934,9tSfNMvlw-I,140,A woman speaking
24933,9tPRDNqsW44,30,A woman speaking
24370,9_4Gm8RlCa4,30,A woman speaking
21562,8Axf5fOBNQs,30,A woman speaking
23078,8w1VbPScnEY,30,A woman speaking
27236,AxIx_g3JeyM,30,A woman speaking
25468,A8Cvm3ORJbE,30,A woman speaking
2010,#NAME?,30,A woman speaking
9986,30pxhEtwKTU,30,A woman speaking
1810,#NAME?,30,A woman speaking
20850,7pBmOGo8DEU,30,A woman speaking
27901,BHs9otyECF0,30,A woman speaking
19241,72z2025GyBE,30,A woman speaking
25276,A2ULj1SZJIY,30,A woman speaking
704,#NAME?,30,A woman speaking
11145,3UHmeo15N1A,0,A woman speaking
34540,EqYv8mz4HZE,30,A woman speaking
26849,Al6lszWXIX0,140,A woman speaking
17082,63hysCTg53I,30,A woman speaking
27034,AqGm58asT30,30,A woman speaking
25333,A41MnfXeJDo,30,A woman speaking
32490,DgeFDnzIpA8,30,A woman speaking
23831,9ISzplQH6yk,30,A woman speaking
25224,A0vc7vMJY0k,30,A woman speaking
26995,Ap6dibKVbX8,30,A woman speaking
27889,BHR7W-U74s4,30,A woman speaking
27474,B3quzYJvri0,30,A woman speaking
26914,Amwv9i3FA5M,30,A woman speaking
27297,AzURy8lBEe0,30,A woman speaking
25429,A6p7Y6jY-4k,30,A woman speaking
21275,825pHP0rbB0,30,A woman speaking
23576,9B30Qt37lUo,30,A woman speaking
21965,8OGxZg2WAcA,30,A woman speaking
26639,AfqKoBwIiJU,30,A woman speaking
24263,9WqKJgSZqRk,30,A woman speaking
33920,EUIfNA0-bn8,30,A woman speaking
17068,63MUmWfmhak,30,A woman speaking
19016,6yL2M4bpSqY,30,A woman speaking
113,-247Mdo8nJ8,30,A woman speaking
28269,BTdIM1mncyA,30,A woman speaking a monologue
3896,0ZAV863ATOU,30,A woman speaking a speech
1839,#NAME?,6,"A woman speaking a whistle, and clanking"
1969,#NAME?,30,A woman speaking about improving health
28526,B_jzlUNHt0s,30,A woman speaking accompanied by crowd noises
45384,LhuXkoaSP7k,140,A woman speaking alongside food and oil sizzling with several soft plastic thumps
75373,fPslyRyTS7M,240,A woman speaking alongside metal clanging several times while food and oil sizzle
90713,qhCoeY5pNZU,30,A woman speaking alongside pressurized water spraying as birds chirp in the background
70012,bVHUXSp1H6U,30,A woman speaking alongside several plastic camera muffles while goats are baaing and a bird chirps in the background
16813,5wAdASNFAEg,0,A woman speaking and a baby cooing then crying
27078,Arr6a7wJ5Fo,0,A woman speaking and a baby crying
58906,UlWqWGCwPOA,300,A woman speaking and a beeping in the background followed by laughter
16952,6-aWQO7M2TE,70,A woman speaking and a beeping noise
3880,0YfMbMeZtjo,0,A woman speaking and a car driving by
8084,2FLWHYDMedQ,30,A woman speaking and a cat meowing
2193,-r9CUTEa8wM,30,A woman speaking and a cat meowing
26710,AhZ6UY0oXdU,0,A woman speaking and a cat meowing with people speaking in the distance
18885,6tuAASuAyRI,100,A woman speaking and a child laughs
70897,c81SaYV9hxA,30,A woman speaking and a child whining
47139,MrKxlknTcs4,30,A woman speaking and a child whining with murmuring in the background
5376,18ndo219WMw,10,A woman speaking and a dog barking
1741,#NAME?,30,A woman speaking and a dog whimpering
15935,5XQjQhLN72g,30,A woman speaking and a door shutting
20785,7n2QsuZLdpQ,30,A woman speaking and a motorboat driving
12343,3yz5pwBpdEs,20,A woman speaking and a motorcycle starting
22041,8QnPanDomDw,11,A woman speaking and a pig is oinking at the end
101670,z9ExK6iKGEA,30,A woman speaking and a pig oinking
8663,2TiP61GOiTs,10,A woman speaking and a rubbing noise
1673,#NAME?,190,A woman speaking and a sewing machine running
6933,1lfw93gLMJw,70,A woman speaking and a soft scraping noise
64425,YZKB0GsIdYQ,30,A woman speaking and an infant cooing
22276,8Y6SSJtFkm8,30,A woman speaking and audience cheering
22224,8WJsZxswdwY,110,A woman speaking and birds are chirping in the background
16235,5fFVn7mi52U,100,A woman speaking and birds chirping
27944,BJCguMNIi1E,30,A woman speaking and brief oinking
20408,7anN237BLRA,30,A woman speaking and clapping with a crowd cheering
21751,8Gp_zFpsnt8,40,A woman speaking and clip-clop of a horse hooves
22674,8j5gWsCQ3_4,19,A woman speaking and crowd cheering
27326,B-EoAL2P6d0,30,A woman speaking and crowd cheering
27421,B2HLQE9xL5Y,30,A woman speaking and crowd laughing
27647,B9wzTTdEH0g,30,A woman speaking and crowd murmuring
24754,9nAHIjCJ7rw,310,A woman speaking and crumpling and crinkling
19951,7OZq6jos5OI,160,A woman speaking and crumpling up a wrapper
30229,CUvDaVFQ0sg,450,A woman speaking and dishes clanking
83180,l5STXIM8QlY,160,A woman speaking and dishes clinking
27457,B3A14lO-uOQ,30,A woman speaking and distant murmuring
16018,5ZmKrOJDJEE,30,A woman speaking and dogs bark
16164,5dBT8-Imj60,10,A woman speaking and giggling
23677,9ECaz5fk9iE,30,A woman speaking and giving a narration to an audience of students
22326,8ZbMrBMidDI,30,A woman speaking and man speaking after her
22349,8_Das6bmsik,30,A woman speaking and music playing
23671,9E2Ki8k5L80,30,A woman speaking and narrating
14913,55BaF2DuYOI,30,A woman speaking and people laughing
51740,PqDAqmS3Q-0,330,A woman speaking and people laughing
10990,3QMKWTKTSh8,100,A woman speaking and running a sewing machine
26705,AhTULWDeijA,30,A woman speaking and rustling
14088,4jN5fJxQGNQ,330,A woman speaking and scratching an object
15718,5R5KSWdNV1A,30,A woman speaking and sheep baaing
92968,sQG2mGvAjmo,350,A woman speaking and sighing before talking again
19052,6zBQwvfO958,90,A woman speaking and sizzling
84718,mEVr1yYBGNk,180,A woman speaking and something boiling
1740,#NAME?,30,A woman speaking and tapping
21998,8Panf2S6PgI,30,A woman speaking and tapping something
5957,1NYvgojMwiI,30,A woman speaking and the sound of a door being opened
2573,005z0pA40Ms,30,A woman speaking and the sound of something spraying
101277,yqWJl0E-KWI,30,A woman speaking and then a dog barking
12097,3rzg4ObzNL0,0,A woman speaking and then a toilet flushing
74970,f7RBOsXb2kM,120,A woman speaking and then burping
1979,#NAME?,30,A woman speaking and then some metal making noise
17005,618ju3M-aWs,110,A woman speaking and then whistling
23735,9FgLuLb6A1U,260,A woman speaking and water flowing
26978,AoaL5EGxYzY,70,A woman speaking and water running
17913,6RRUolyE55M,30,A woman speaking and writing on chalkboard
52822,QZmrxTzCFNI,540,A woman speaking and young children laughing ']}]
96999,vZDejSY3oE8,10,A woman speaking as a cat meows
66361,ZuwkOLg0Vk8,30,A woman speaking as a clock is ticking
71717,clKOsf4UxNo,180,A woman speaking as a group of people are laughing
40654,IeW0sJVaahc,30,A woman speaking as a horse trots and shuffles on a snowy surface
31596,DEVvCmiYD3E,80,A woman speaking as a muffled aircraft engine hums
29618,CA3oOInyKik,30,A woman speaking as a muffled woman is speaking in the background
87834,oYqpy-WF9mc,280,A woman speaking as a porcelain plate clanks briefly along with plastic lightly scrapping during food and oil sizzling
40145,ILX807Jqc_c,30,A woman speaking as air squeaks twice followed by a door opening
99782,xeWTe7ykBCE,30,A woman speaking as an infant briefly cries
78481,heXEXYjv-SM,140,A woman speaking as an infant cries then sniffling
45675,LuUG8EkodYY,50,A woman speaking as an infant cries while water faintly gurgles in the background
59923,VSiA_q1SeWQ,30,A woman speaking as another woman is crying
32939,DwWAoPpbYMo,30,A woman speaking as another woman speaks faintly in the background while leaves rustle
83849,laNSeKR6Qpg,480,A woman speaking as food and oil sizzle
92057,rjFL9gmmh2Q,330,A woman speaking as glass lightly clanks repeatedly before metal sharply rattles then slightly muffled clanking against glass
80473,j6bc2TqCAqM,260,A woman speaking as liquid trickles followed by glass clanking then plastic crinkling
18933,6vEKFZvaQik,110,A woman speaking as plastic crinkles
102455,zmmRif8QM40,290,A woman speaking as plastic crinkles followed by gravel crunching and plastic crumples
23606,9C2Py_K-ZnE,110,A woman speaking as plastic is crinkled
24330,9Yrhm3rwbS4,420,A woman speaking as pneumatic doors open and shut
78315,hY5jOCcaVpY,250,A woman speaking as rubber creaks while birds chirp in the background
85064,mUk0AHCfsyk,13,A woman speaking as there is a swoosh in the background
2570,001_HxkADSI,50,A woman speaking at a conference
22134,8TIGFToUP_4,30,A woman speaking before a muffled crowd
20262,7XWViwZTn3Q,180,A woman speaking before a sewing machine slowly speeds up
18582,6kSyFEnG3rU,90,A woman speaking before water begins running from a faucet
74131,eVh2gVF43eo,130,A woman speaking briefly as bells ring followed by a man speaking in the background then a goat baaing
100529,yEjaVbGsltw,23,A woman speaking briefly followed by a cat softly meowing
39293,HnIxZ8xC0Vg,300,A woman speaking briefly with a child crying continuously
16711,5smmrboWDp8,30,A woman speaking clearly
88120,ol24Vm1Npl8,30,"A woman speaking clearly and slowly over an announcement system, then a large vehicle horn"
32607,Dked9VwV5gw,30,A woman speaking continuously
28974,Bp844R512hc,30,A woman speaking continuously
101368,yvZWpypX7_Y,30,A woman speaking continuously
32766,Dpyq1ZE_6UM,30,A woman speaking continuously
69585,bBBYg77aBCo,190,A woman speaking continuously
38276,H9TnKHvUPns,30,A woman speaking continuously
79852,ie0LO7M9VMg,30,A woman speaking continuously
24741,9mqwX5Em0sU,30,A woman speaking distantly
90278,qM5SVFJyW2Y,30,A woman speaking faintly in the background with birds chirping followed by a bird flapping
24145,9SwGzhspGIs,30,A woman speaking followed by a baby cooing
16899,5yj6DXJ3wXg,21,A woman speaking followed by a baby crying and a person whooshing
83183,l5eZ8DrtW88,390,A woman speaking followed by a beep and a sewing machine operating
98329,wX_vmGdZ234,20,A woman speaking followed by a burp
24816,9pVD3zQ0EHw,0,A woman speaking followed by a burp and laughter and another burp
30982,Cu3Y18649pE,520,A woman speaking followed by a child and a man speaking
101050,yf9GfnLIvcs,50,A woman speaking followed by a child speaking
101838,zHYd3WRWzdI,90,A woman speaking followed by a child speaking and a dog barking
102349,zhr_3Tc_1kQ,290,A woman speaking followed by a crowd of people applauding
86476,nUG5zcBg9Mo,290,A woman speaking followed by a dog barking and more speech
24787,9oTPqWCLHXU,20,A woman speaking followed by a dog barking followed by laughter and more speech
61547,W_3s6shq2a0,180,A woman speaking followed by a dog whining
62330,X9L3kFYXwZY,90,A woman speaking followed by a faint burp
23885,9K8GZMG1QJo,0,A woman speaking followed by a flushing toilet
75306,fMNciRCOMOU,20,A woman speaking followed by a flushing toilet
75113,fDxuQMnc1rM,20,A woman speaking followed by a goat baaing then water spraying as wind blows into a microphone while a cricket chirps
79027,i2Hm6MTWRfY,250,A woman speaking followed by a group of girls shouting then a man laughing in the background
27017,ApZuA2-qheM,110,A woman speaking followed by a honk
23053,8vE2wod7rhE,30,A woman speaking followed by a hum and a horse neighing with some banging
21761,8HSJQnUJbg8,30,A woman speaking followed by a man laughing
34958,F5O_qJoG0XU,20,A woman speaking followed by a man speaking as a crowd of people talk in the background
79859,ieCyZvGEJXQ,30,A woman speaking followed by a man speaking as birds chirp in the background
51219,PVo-d_bDKZU,590,A woman speaking followed by a man speaking as footsteps walk on a metal surface then compressed air hissing before a muffled bus engine accelerates alongside a vehicle passing by
32456,DfaODW6UMmc,70,A woman speaking followed by a man then a woman speaking again
87025,nvp02FVE8EA,0,A woman speaking followed by a person sneezing three times as another woman and a man speak in the background
61967,WsYSvLvtCGY,30,A woman speaking followed by a pig oinking then multiple women laughing and speaking
57502,TnGq0xPZJ5w,220,A woman speaking followed by a series of plates clacking then food and oil sizzling
40412,IWa8iwZAmtM,270,A woman speaking followed by a sewing machine operating
30231,CV2D59Uyrqo,30,A woman speaking followed by a sheep baaing and a series of computer mouse clicking
21798,8Ig56MQ7U2c,15,A woman speaking followed by a sheep bleating
35840,FeTGItL24lE,430,A woman speaking followed by a soft plastic thump then a power tool briefly drilling
35292,FJmvPivJCTU,30,A woman speaking followed by a spray and then a man speaking
23792,9HTVgGYken8,100,A woman speaking followed by a toilet being flushed
91616,rPck1l4ARHY,190,A woman speaking followed by an annoying beep and then she speaks again
27334,B-LsGoPKA7Q,30,A woman speaking followed by an engine running and more speech
74215,eZJC2q8ME54,50,A woman speaking followed by an infant crying
23951,9MDF5F0ZyNc,12,A woman speaking followed by animal whimpering and laughter
27445,B2vAA7ZC0Wc,30,A woman speaking followed by applause
25012,9v_WUMmwG2w,470,A woman speaking followed by beeping
4869,0wRmxYhI31E,330,A woman speaking followed by buzzing of a sewing machine
33741,EOvNpv_Qr-U,0,A woman speaking followed by chirps of a bird
27172,AvCN00txvJw,26,"A woman speaking followed by clanking, barking and laughter"
68015,a4WObDe8hm8,30,A woman speaking followed by coughing then a baby crying
27741,BCpSQH6zhh0,30,A woman speaking followed by crowd murmuring and laughing
78047,hLFi_wMvgYk,190,A woman speaking followed by crumpling
75383,fQCcw7cqBxk,290,A woman speaking followed by crumpling
58303,UKjkHKr-05E,40,A woman speaking followed by food and oil sizzling alongside metal clanging while light rock music plays in the background
85900,n3roh21OK50,290,A woman speaking followed by food frying
83243,l8ONxVjXC3M,160,A woman speaking followed by glass clinking with liquid dripping then plastic shuffling
72022,cz2t_skXISw,90,A woman speaking followed by humming and vibrations of a sewing machine
48935,O11I8BU5lh8,130,A woman speaking followed by laughter
72171,d3xvz2MtMho,170,A woman speaking followed by laughter
25335,A42_w9UrLRY,30,A woman speaking followed by laughter and applause
89482,pl5yCJelpYY,60,A woman speaking followed by laughter and more speech
41638,JISQ7bU-1IA,20,A woman speaking followed by laughter followed by a person yelling
82302,kSvOs_RuYCY,30,A woman speaking followed by light clanking in the background
45055,LWHFRLVdmgc,230,A woman speaking followed by metal clacking then plastic snapping
49586,OS_Dui4mClI,190,A woman speaking followed by plastic tapping then water flowing
75749,fgrVFarwVUA,160,A woman speaking followed by porcelain being placed on a solid surface and plastic clanking
59992,VVWMo2lpC8w,300,A woman speaking followed by sanding and clicking and people speaking
81838,k7tBmdEkbVk,30,A woman speaking followed by several beeps
17771,6NFhQBssnRQ,320,A woman speaking followed by the vibrations of a sewing machine
32201,DYNFsOV5rIk,40,A woman speaking followed by two sneezes
14427,4s4wLdEZJLE,50,A woman speaking followed by vibrations of a sewing machine
102471,znh8PRvKjrg,130,A woman speaking followed by water pouring out of a faucet and into a container while an electrical device repeatedly buzzes in the background
99841,xhSoNuECKZw,30,A woman speaking followed by wood thumping then light scrapping on a surface
8397,2Myju-xXB4U,30,A woman speaking in a closed room that echoes her voice and short laughter/chuckle from an audience
1975,#NAME?,30,A woman speaking in a different language
1513,#NAME?,30,A woman speaking in a different language
2922,0A4wT4q1ipA,30,A woman speaking in a foreign language
15745,5RmUsZB-nYE,30,A woman speaking in a foreign language
14888,54Kty9KNWbM,30,A woman speaking in a large room
11074,3SgcybiIpn8,30,A woman speaking in a narrative manner
21880,8LPoEyhZ0nA,30,A woman speaking in distance
3761,0UwfLq8qDE8,100,A woman speaking in soft voice followed by the sound of something being crinkled
34037,EZM7UaQJmCI,20,A woman speaking in the background as a person loudly snores
60636,VwDgxaojchs,90,A woman speaking in the background as ducks chirp and water splashes
70423,bnRxO8qvomg,440,A woman speaking in the background as scrapping followed by wood clacking then an air ventilation system powering on and a man speaking
27965,BK6-3kej65g,30,A woman speaking is followed by a child screaming in the background
39164,Hi13NuYRkps,170,A woman speaking is followed by a water faucet clicking and water flowing into a container
25004,9vK_xtHQ6ls,100,A woman speaking is interrupted by a train's horn blast and continues talking
24042,9PRh_Sku-hE,30,A woman speaking loudly with crowd murmuring in the background
58571,UX8Sv140rAg,21,A woman speaking loudly with multiple children in the background
5922,1MeRHPU7oTs,90,A woman speaking near an aircraft
24894,9sDS23Nn5ew,30,A woman speaking ominously
33806,EQmfUSe5ViY,30,A woman speaking on a microphone
15150,5BrKU6s_mGg,30,A woman speaking on a microphone
15202,5D0atSU3TzI,30,A woman speaking on a microphone
34097,Eag1nz2oUbk,30,A woman speaking on a microphone
101197,ymbgYs3xp1U,580,A woman speaking on a microphone followed by a crowd of people applauding
15825,5UCcsNtERLM,270,A woman speaking outside with birds chirping
52438,QKB00z2EP7c,30,A woman speaking over a loud speaker followed by a crowd of people cheering and applauding
35045,F9K0MKQELLY,30,A woman speaking over a loudspeaker with faint bangs and traffic moving
44315,L10sAlhV2Cg,30,A woman speaking over a loudspeaker with others speaking in the distance then a dog bark
23580,9BD7CYLTndk,30,A woman speaking over a microphone
52515,QNkcEQ2tfKM,110,A woman speaking over a phone speaker with a young man speaking as an electronic bleep beeps once
91162,r3Bfjt85JKk,580,A woman speaking over a telephone
6315,1XATpUKHS90,30,A woman speaking over an engine running
23911,9KsLX_2mftY,180,A woman speaking over an intercom
15658,5PVB7tXoDdc,30,A woman speaking over the phone
4241,0gGorf7xlG0,30,A woman speaking passionately
27802,BEN_osJHoik,30,A woman speaking quietly
19058,6zEEKhblEN8,570,A woman speaking softly and a toilet flushing
88701,pBRa3OoVdVQ,390,A woman speaking softly followed by a kid speaking
10217,35qYEcRiJEY,8,A woman speaking then a cat meowing
28988,Bp_kclBfieI,30,A woman speaking then a crowd laughing
21308,82wvzf-I8y8,240,A woman speaking then a kid talking and crying
87228,o3tv0U_M_S4,140,A woman speaking then a man speaking and a small child speaking and laughing
98190,wRTbswBmGiQ,560,A woman speaking then a man speaking followed by an infant crying
83907,ldnMvQa-12g,480,A woman speaking then blowing her nose
17487,6E1AiZEtV5c,30,A woman speaking then clicks on a keyboard
76384,g9rw48Xv7NM,280,A woman speaking then glass tinkling and a stirring sound
87560,oKECVf2tO0Q,3,A woman speaking then laughing after a cat meows while birds chirp in the background and wind lightly blows into a microphone
42586,JuMXAsP2n-Q,70,A woman speaking then sniffing followed by plastic clicking and a goat baaing as metal clangs in the background
2770,051fzR7DDRA,30,A woman speaking then some patting sounds and then a person burping
6830,1j207risRvM,24,A woman speaking to a cat
3574,0QR0A1vHBHY,30,A woman speaking to a crowd
2921,0A3wOOsPvkM,20,A woman speaking to a crying child
16719,5swM4rlKBxs,30,A woman speaking to an audience that erupts with applause and cheer when she finishes speaking
3306,0JFCqe-dbj0,30,A woman speaking to an audience who applaud
1292,#NAME?,30,A woman speaking to someone
42017,JYRTqasFscw,30,A woman speaking while a can spraying
89807,q-q6UT89OnM,12,A woman speaking while a group of people talk in the background followed by a girl talking
77382,gqs4yxcqug8,90,A woman speaking while a horse clip clops followed by a light horse whinny
2880,08eheCi_4xM,30,A woman speaking while a pig snorts
30622,Chadx6q6oWc,30,A woman speaking while a sewing machine hums
62759,XR41oZpCbZE,60,A woman speaking while a sewing machine lightly operates as an electric current hums and footsteps shuffle in the background
769,#NAME?,160,A woman speaking while adding salt to a pan that is sizzling
23311,929x2qYF5fI,3,A woman speaking while another woman laughs in the background
21997,8PYql_9BTdg,10,A woman speaking while children talk in the distance
11101,3TQnkN3qKGA,220,A woman speaking while ducks quack
82670,kiQn94M2O3E,300,A woman speaking while food sizzles and fries
332,-7TkOxpkbwM,30,A woman speaking while multiple dogs bark
22445,8cMz90I7mBo,30,A woman speaking while people chatter in the distance
4023,0aocMyfn7NA,40,A woman speaking while someone else whistles
15910,5WmE3Jmap-8,340,A woman speaking while stirring and scraping a pot
43713,Kcj2aymhWPk,90,A woman speaking who then proceeds whistle then continue talking
6553,1c5kl2itL9c,30,A woman speaking who's voice is echoing
78406,hbDDvD_AyLg,30,A woman speaking with a baby crying and rustling
94772,toyClNrFgWE,40,A woman speaking with a child briefly speaking alongside plastic crinkling and heavily clanking before a plastic lid rattles close
25078,9xgrFrjASv4,30,A woman speaking with a continuing hiss in the background
24649,9jsgYmHj8UM,30,A woman speaking with a crowd murmuring in the background
22099,8SLQorvzSSI,30,A woman speaking with a faint rustling in the background
45061,LWbNHk-Y6cU,430,A woman speaking with a man briefly speaking
14270,4nso36LBSTQ,340,A woman speaking with a man in the background
63064,XdhqRcqC-wo,30,A woman speaking with a man while rain falls outside
72320,dAepTxzUYFQ,10,A woman speaking with a series of thumping on a hard surface followed by dogs whimpering and a dog barking in the background
61580,WaVgidPWKCI,300,A woman speaking with a sewing machine softly operating
401,-90ZXBli7Yk,30,A woman speaking with a thud sound
83771,lXxkZJBe9DU,30,"A woman speaking with an engine running followed by muffled, distant male speech"
7674,24__wvmGNfQ,80,A woman speaking with animals in the distance
24545,9fDTV2zd4Yo,30,A woman speaking with baby a whining in the background
5277,16KqWYIlR0s,30,A woman speaking with birds chirping and dogs barking in the background
17573,6GoVkgP11Vk,40,A woman speaking with birds chirping in the background
25021,9vrzLFYDfYM,110,A woman speaking with buzzing in and clanking in the background
38493,HHgZuQMXJiA,11,A woman speaking with clanking and brief quacking in the background
24561,9fljT22gtew,40,A woman speaking with clanking and child cooing in the background
23539,9A5Uox24tKk,500,A woman speaking with clanking in the background
25469,A8DvGFgwF3Q,190,A woman speaking with clanking in the background
43607,K_FCXk0dfok,30,A woman speaking with clip-clopping and wind
27722,BCISuUyV_G8,310,A woman speaking with crinkling
95076,u2cHhn_QfNk,30,A woman speaking with distant geese quacking
52678,QUKYq_xOTdY,390,A woman speaking with distant murmuring
34008,EXyXKc-tKj8,30,A woman speaking with distant murmuring
97858,wASkwB8DJpo,30,"A woman speaking with distant, low frequency buzzing"
52344,QGdKAzbdgew,340,A woman speaking with faint crinkling plastic
85283,mcqecvd2QdU,20,A woman speaking with faint electrical humming
29989,CM26vVYFF6E,30,A woman speaking with feet shuffling then plastic hitting a padded surface in the background
100843,yVXTSE1IqZE,110,A woman speaking with food frying in the background
100648,yKzUCoRJacQ,60,A woman speaking with food sizzling in a pan
19768,7IDTatbldNA,30,A woman speaking with horses running in the distance
56583,T99vy8nhLjA,22,A woman speaking with humming followed by a large burst and a metal clink
81806,k6MvwZqG-qI,30,A woman speaking with intermittent hissing
